hybrid_rank,user_id,username,pp_rank,pp,elo_rank,elo_rating,elo_estimated,otr_rank,otr_rating,otr_estimated,tournaments_played,matches_played,plays,provisional,hybrid_score
3462,15651450,soapings1,5829,10623,2250,1844,,,1349,yes,0,0,12,yes,0.5622547603233202
3463,9012075,Stezii,3537,11634,,1877,yes,3854,1237,,2,5,0,,0.5618914695991736
3464,6258472,vindit,4148,11307,,1868,yes,4455,1214,,1,2,0,,0.5618891190536421
3465,16324135,Spaek,4952,10956,3208,1803,,1443,1410,,1,5,15,yes,0.5618470009614354
3466,4314559,Somay 287,2566,12302,,1895,yes,3482,1252,,18,73,0,,0.5613008698327258
3467,6386735,nuthing,6568,10404,2006,1858,,,1336,yes,0,0,7,yes,0.561056002570891
3468,10192756,zvonimir,4596,11100,,1861,yes,3416,1255,,1,2,0,,0.5610062044244518
3469,14504308,cyrosiax,2885,12068,2273,1843,,6030,1170,,1,4,8,yes,0.5609836857596406
3470,3937562,SoraElohim,3864,11451,,1872,yes,4159,1225,,1,3,0,,0.5609725659590862
3471,12209338,kanto,4672,11073,1269,1913,,5956,1171,,3,6,9,yes,0.5604662172420577
3472,15113620,lilrocky,2405,12428,3881,1776,,,1449,yes,0,0,63,,0.5602427893553763
3473,6792694,Radiownd,3779,11498,892,1954,,4183,1224,,18,57,3,yes,0.5597103984734039
3474,22753118,Jairo619,2034,12794,3405,1796,,7137,1145,,2,3,6,yes,0.5596648143185154
3475,8824226,FooTShOoT,2742,12179,2001,1858,,3899,1235,,13,48,15,yes,0.5593301601172146
3476,22416744,dashit,2174,12639,2897,1816,,8486,1119,,1,3,6,yes,0.5592836936865696
3477,34129837,jorchan,5660,10673,2352,1839,,,1352,yes,0,0,4,yes,0.5589709854108311
3478,5427223,leggings,7115,10264,,1836,yes,1757,1374,,36,125,0,,0.5587275614423859
3479,2253511,Elscar,6200,10512,,1844,yes,1917,1359,,5,22,0,,0.5586648532974614
3480,17599268,Romspeed,1762,13087,1403,1901,,8786,1113,,6,17,6,yes,0.5583754518730488
3481,10746769,Matach,6272,10494,1980,1860,,,1341,yes,0,0,2,yes,0.5583456341320345
3482,8266808,ANON TOKYO,4022,11372,2486,1833,,2575,1306,,9,27,3,yes,0.5582060395174642
3483,3323638,AllBlue,11506,9342,,1805,yes,1265,1436,,28,125,0,,0.5580476689480789
3484,21977496,Ichinose-Honami,6041,10560,2138,1851,,,1345,yes,0,0,2,yes,0.5578687850069701
3485,8552735,TwintailEnjoyer,2672,12222,,1893,yes,5955,1171,,2,5,0,,0.5578163812336654
3486,12687597,Outra,3764,11506,,1873,yes,4446,1215,,1,3,0,,0.5577882794362231
3487,9369622,rubi,4712,11055,,1860,yes,3297,1261,,1,2,0,,0.556901623046691
3488,33411488,jayjacksongh,9044,9803,1552,1889,,,1299,yes,0,0,11,yes,0.5565455666021695
3489,15526534,speedkittymeowm,3776,11500,,1873,yes,3013,1276,,4,11,0,,0.5563342020101755
3490,10665265,chxkyqqe,3291,11784,,1881,yes,4856,1201,,2,4,0,,0.5563263079935871
3491,3695504,MimiliaaMyMommy,7901,10086,,1830,yes,1669,1384,,31,122,0,,0.5560338898881627
3492,6826036,Squapple,6333,10473,,1842,yes,1885,1362,,3,15,0,,0.5558185253006351
3493,8801931,LayZxD,6721,10364,1977,1860,,,1333,yes,0,0,6,yes,0.555272783334082
3494,17278260,axol,2929,12044,5078,1742,,,1427,yes,0,0,5,yes,0.5552501161880183
3495,5362798,Shuvi-,13506,9015,1289,1910,,,1254,yes,0,0,131,,0.5549451462266485
3496,23116024,AsheBradley,28760,7496,1414,1900,,910,1518,,27,133,9,,0.5541102522506882
3497,18133003,believer_i,4588,11102,,1861,yes,3557,1249,,1,2,0,,0.553903098564788
3498,1064536,PizzaLovers007,6301,10483,,1843,yes,1900,1360,,3,13,0,,0.5537998467092158
3499,5997261,643,2958,12023,4240,1765,,,1426,yes,0,0,9,yes,0.5537102714916824
3500,5210561,Roba,4627,11088,,1861,yes,2371,1321,,50,175,0,,0.553655929356192
3501,15452023,Lexarh,2112,12704,4224,1765,,2217,1333,,1,3,35,,0.55365280647277
3502,5426769,centrux,1988,12848,2391,1837,,7428,1139,,1,6,24,,0.55362370141513
3503,19458275,KevMega,17592,8479,980,1942,,,1224,yes,0,0,43,,0.5535669049974533
3504,11094254,tektek,5404,10768,2411,1836,,,1358,yes,0,0,63,,0.553449937689785
3505,3692940,slushy,2963,12019,,1888,yes,4479,1213,,2,7,0,,0.5534377283466705
3506,3958619,D I O,7992,10064,1762,1875,,,1313,yes,0,0,9,yes,0.5534282453508473
3507,14096230,danukz,6164,10523,,1844,yes,1949,1356,,8,20,0,,0.5533936391254208
3508,4512984,Tsokoz,2774,12146,,1891,yes,3969,1233,,5,14,0,,0.5533831127339124
3509,13036362,Angy,4201,11277,,1867,yes,4484,1213,,1,2,0,,0.5531239780362134
3510,5442931,glass2wave7,3039,11965,2875,1817,,2965,1280,,27,65,2,yes,0.5530955291589984
3511,4295736,Nunti,2035,12793,,1908,yes,4363,1218,,15,48,0,,0.5529051003449816
3512,34070616,xzeshnick,4156,11301,3214,1803,,,1387,yes,0,0,9,yes,0.5526134912987193
3513,14039811,KingFreak,4789,11025,,1859,yes,2432,1317,,7,15,0,,0.5522320104362846
3514,15903077,cfx,1794,13051,5182,1739,,,1482,yes,0,0,20,,0.5522235313363454
3515,16386592,Jeon,3454,11681,,1878,yes,2896,1284,,26,89,0,,0.5521902515908339
3516,12016150,meru105,2402,12431,,1899,yes,3740,1241,,25,75,0,,0.5518246974096165
3517,12232109,Black Jesus,4631,11086,3430,1795,,,1375,yes,0,0,3,yes,0.5518179103297008
3518,19823287,Muhlebushka,5419,10764,3144,1806,,,1357,yes,0,0,1,yes,0.5513394177640007
3519,22969330,PogName,3304,11777,4834,1748,,,1413,yes,0,0,4,yes,0.5512816611177992
3520,11557554,Cytusine,10163,9589,2660,1825,,1288,1432,,14,61,4,yes,0.5512170152460618
3521,14001805,-[Azad]-,2971,12011,,1887,yes,6007,1170,,1,4,0,,0.551210531397088
3522,16928887,tohkan,3163,11872,5518,1731,,4864,1200,,1,2,1,yes,0.5509434905397192
3523,2814070,FelixNy,4478,11152,,1863,yes,3240,1263,,1,3,0,,0.5509167380990726
3524,10930077,remy120,4012,11378,1678,1881,,4162,1225,,2,7,4,yes,0.5509076564781639
3525,6779549,BobbyZlich,6584,10399,2105,1852,,,1335,yes,0,0,17,,0.5508071045247647
3526,15491329,ARTEMKA205,2855,12084,,1889,yes,8088,1126,,1,3,0,,0.5506079911997381
3527,16380723,Ivanix,1180,13858,,1934,yes,8153,1125,,6,16,0,,0.5505791790059851
3528,6592512,Devon,2926,12048,4773,1750,,2848,1288,,17,63,1,yes,0.5503796309172665
3529,10690473,mli,3455,11681,1327,1907,,7830,1131,,2,6,6,yes,0.5501734487261295
3530,2232928,spook,8247,10003,,1827,yes,1621,1388,,26,93,0,,0.5500683365843957
3531,11265621,phonk,6058,10553,2191,1848,,,1345,yes,0,0,2,yes,0.5500445712082331
3532,15825922,Akairi,3843,11459,4030,1772,,,1396,yes,0,0,4,yes,0.5497996490799426
3533,9498428,trushpack,1720,13135,2996,1812,,4080,1228,,7,30,11,yes,0.5495910640990872
3534,10740283,Shakoh,11125,9411,1385,1903,,,1276,yes,0,0,17,,0.5491586604537428
3535,9283403,KarliXon,3475,11668,5992,1719,,1605,1390,,15,47,5,yes,0.5491243353144105
3536,17910044,hyrn,5594,10698,1452,1897,,3253,1263,,10,26,15,yes,0.5488909768753826
3537,3328676,Seouless,6886,10320,,1837,yes,1726,1378,,1,7,0,,0.5486677325697831
3538,8433636,Kalal331,3127,11901,,1884,yes,3153,1268,,20,55,0,,0.5486008274364537
3539,13966527,Ant -w-,2900,12058,,1889,yes,7965,1129,,1,3,0,,0.5485888799686386
3540,14010348,-Kaioura-,11975,9263,1313,1908,,,1268,yes,0,0,21,,0.5484889973741631
3541,19034752,marcell0,11093,9420,,1807,yes,1290,1432,,14,48,0,,0.5483162431788557
3542,13684411,Nkiad,6572,10402,,1840,yes,1860,1364,,5,14,0,,0.5478037759468566
3543,17842518,TjoeTjoewa,12189,9226,1422,1899,,,1266,yes,0,0,120,,0.5477250911217234
3544,6479192,SadnessTrain,6262,10496,1085,1932,,3156,1268,,4,13,4,yes,0.5476638662155076
3545,32497047,hyeok2044fanboy,8168,10020,1792,1873,,,1311,yes,0,0,12,yes,0.5475634220981105
3546,11787038,incarnate,4699,11060,1968,1860,,3663,1244,,1,5,26,,0.5473851029844303
3547,14948456,AziimaN,10286,9564,1242,1916,,,1285,yes,0,0,6,yes,0.5470929582388895
3548,7563435,PCBetaphish,4570,11110,5670,1727,,,1377,yes,0,0,1,yes,0.5469566133066646
3549,12525297,LIZ Fanboy,4836,11008,,1859,yes,3271,1262,,1,2,0,,0.5466787443470071
3550,8105655,-Vid,3186,11856,940,1947,,6868,1151,,26,72,10,yes,0.5465661022472009
3551,11776859,quickscope yuri,8888,9839,,1822,yes,1543,1397,,30,113,0,,0.5463573226737548
3552,29551679,solasi,2677,12217,1745,1876,,4727,1205,,10,27,6,yes,0.5462916689349304
3553,9878349,calculus,18655,8358,,1768,yes,962,1504,,41,159,0,,0.5462562647540049
3554,18601735,RedTheren,4658,11076,,1861,yes,5802,1175,,1,1,0,,0.5460307276147306
3555,8646059,UberFazz,4108,11329,2728,1822,,2436,1316,,6,22,6,yes,0.5459116735823606
3556,4688997,Nemuidesu,4260,11251,,1866,yes,3106,1271,,2,5,0,,0.54545044979223
3557,209664,fabriciorby,10821,9464,,1809,yes,1204,1449,,3,12,0,,0.5452545557008371
3558,22882868,peytopot,4598,11100,3068,1809,,,1376,yes,0,0,7,yes,0.5451988744474869
3559,13202574,psychology,2768,12151,,1891,yes,4965,1197,,4,7,0,,0.5451208776746572
3560,8605890,Piti,2002,12830,,1909,yes,6976,1149,,2,8,0,,0.54499877523295
3561,7813327,TheDarkLord_300,5375,10777,3364,1798,,,1358,yes,0,0,1,yes,0.5448930802960924
3562,10304774,Ilmay,4081,11345,917,1950,,7019,1148,,9,31,14,yes,0.5443893064744102
3563,15462820,-Laslo,30841,7363,382,2039,,2943,1281,,16,68,65,,0.5443152184080634
3564,243917,val0108,3329,11765,,1881,yes,3702,1243,,2,9,0,,0.5441322038765513
3565,13011078,-K4rimw-,5232,10829,2390,1837,,2446,1316,,1,2,24,,0.5436098231079128
3566,6560408,rehalcool12,10067,9607,1402,1901,,,1287,yes,0,0,9,yes,0.543584660947457
3567,13335554,MaMiruku,4280,11242,7065,1696,,,1384,yes,0,0,1,yes,0.5434585230922814
3568,17588510,purpnode,2585,12288,1842,1869,,8241,1124,,1,5,3,yes,0.5433638707459509
3569,15754580,Purin,1750,13102,,1916,yes,7611,1136,,3,9,0,,0.5431498761212676
3570,24133683,grow a garden,4739,11044,,1860,yes,5508,1183,,1,1,0,,0.543109265934391
3571,12620242,Kyulke,2486,12364,,1897,yes,3968,1233,,8,32,0,,0.5424040509010165
3572,6129995,boblint,4132,11317,,1868,yes,2802,1291,,6,16,0,,0.5422519757898351
3573,1052349,AlfredTheSalmon,2010,12827,,1909,yes,5717,1177,,5,13,0,,0.5419641405677373
3574,11563694,Tokirii,1843,13002,1263,1914,,5812,1175,,12,35,1,yes,0.5419150871429547
3575,13535189,Adam Security,4576,11107,,1862,yes,6489,1159,,1,1,0,,0.5418193190898228
3576,9406725,meddle,3088,11926,4772,1750,,6261,1164,,1,2,1,yes,0.5417900683853045
3577,10997439,Decheg_777,23996,7843,,1747,yes,834,1540,,101,445,0,,0.5416184487309084
3578,2575976,Lua,7121,10262,,1836,yes,1703,1380,,2,7,0,,0.5411526025519936
3579,18155390,Satsv,4545,11123,,1862,yes,3916,1234,,1,2,0,,0.5411439633187689
3580,7079078,bean juice,3593,11605,,1876,yes,4065,1229,,2,5,0,,0.5410292166733841
3581,11930496,marclor,14730,8840,813,1964,,2234,1331,,6,17,9,yes,0.5409189801976058
3582,1028683,Swatty,12429,9181,,1799,yes,1179,1456,,6,24,0,,0.540885964643512
3583,8563039,Mqte,2643,12246,5447,1733,,3615,1246,,3,9,1,yes,0.5406343726827693
3584,11815714,Seabird,3464,11675,3493,1791,,,1408,yes,0,0,19,,0.5405824722492806
3585,19673211,ass,5312,10801,2842,1818,,,1360,yes,0,0,3,yes,0.5403812604609792
3586,10978106,StrawFrog,8796,9860,,1822,yes,1509,1402,,6,21,0,,0.5401292448747781
3587,15564660,Emjae,3231,11828,,1882,yes,4427,1216,,4,6,0,,0.5397810673012693
3588,1163931,FllareA,7821,10101,,1830,yes,1666,1385,,6,17,0,,0.5395102885193469
3589,12563156,MikeyEm,10118,9600,596,2000,,7999,1128,,3,13,31,,0.5394110070645695
3590,17639865,KatySad,5379,10776,2784,1820,,,1358,yes,0,0,3,yes,0.5392804558244049
3591,4695683,[ Apashe ],4348,11211,,1865,yes,2808,1291,,5,10,0,,0.5390044850378147
3592,12301126,VierjaPaz,10564,9511,,1811,yes,1368,1421,,14,50,0,,0.5388402922150737
3593,14165168,Shadowtrail123,4338,11215,6968,1698,,,1382,yes,0,0,1,yes,0.5386883366900749
3594,15964622,im a fancy chad,8868,9842,1639,1883,,,1302,yes,0,0,10,yes,0.5385389552223275
3595,12033812,Loganoss,10774,9473,,1809,yes,1151,1460,,2,8,0,,0.5384976915101863
3596,10460148,-Mack-,1971,12868,,1910,yes,4939,1198,,8,27,0,,0.538356665500825
3597,36631973,w0l,3936,11419,4063,1771,,,1393,yes,0,0,4,yes,0.5383490790887074
3598,9876301,-Sophia,6817,10338,,1838,yes,1680,1384,,1,3,0,,0.5380897660133072
3599,6676684,shyntk,5844,10620,2363,1838,,,1349,yes,0,0,23,yes,0.537735045303355
3600,11255713,zKiyoko,3431,11699,5472,1732,,,1409,yes,0,0,3,yes,0.5374417280909816
3601,11142471,Tiler,13441,9026,,1793,yes,1206,1449,,61,216,0,,0.5369762105268696
3602,10891435,tachyonexpress,6565,10404,1963,1861,,,1336,yes,0,0,2,yes,0.5366521477645748
3603,12482781,Wisoven,5732,10649,4187,1767,,1501,1403,,1,5,2,yes,0.5364573974878859
3604,17367989,Shibuya Kanon,4865,10995,2860,1817,,,1370,yes,0,0,11,yes,0.5362423156325853
3605,17068591,jsu,3513,11647,7293,1691,,1692,1381,,1,1,2,yes,0.5362203447247332
3606,16426425,Fiery J,6668,10378,2092,1853,,,1334,yes,0,0,6,yes,0.5361787961086888
3607,8893772,Molli,6163,10523,938,1947,,5178,1191,,19,50,26,,0.5358004911635335
3608,11877992,riot1133,4970,10952,,1857,yes,4705,1206,,1,1,0,,0.5356866289812917
3609,10048544,Rykerov,5129,10875,,1855,yes,2608,1304,,3,4,0,,0.5354582865473374
3610,6068543,UltimaticCatz,4417,11179,,1864,yes,2639,1302,,5,24,0,,0.5352108348946978
3611,12101240,lazy,3273,11797,3797,1779,,,1414,yes,0,0,13,,0.5351112058829725
3612,8749553,shxde,2760,12157,1494,1893,,6771,1153,,9,25,26,,0.5350938026323694
3613,7422164,rgoldenn,4597,11100,,1861,yes,6786,1153,,1,1,0,,0.5349454472468141
3614,6311605,meersu,4429,11174,,1864,yes,2549,1308,,25,95,0,,0.5348157895062648
3615,23277031,komalister2,2849,12091,2622,1827,,6228,1165,,1,4,2,yes,0.5345701833464961
3616,7686708,DK_,4445,11164,1185,1921,,3344,1258,,8,24,2,yes,0.5342595000252613
3617,9143539,garvanturr,7342,10214,,1834,yes,1689,1382,,1,7,0,,0.533874066456973
3618,15177293,Nesus,3574,11616,4086,1770,,,1404,yes,0,0,6,yes,0.5338440369997532
3619,7488088,leina,7124,10262,2005,1858,,2067,1345,,23,82,10,yes,0.5335659141144001
3620,18345830,kedama,5970,10580,2431,1836,,,1346,yes,0,0,2,yes,0.53329305853896
3621,9027651,kirndy,11711,9308,,1804,yes,1315,1428,,53,249,0,,0.533108485528996
3622,17918199,Frederick,5715,10655,2906,1816,,,1351,yes,0,0,1,yes,0.5330565196734894
3623,13819107,spencer,4514,11138,6400,1710,,,1378,yes,0,0,1,yes,0.5330352042822271
3624,286740,Koalazy,8787,9861,,1823,yes,1373,1420,,1,7,0,,0.5329854690472242
3625,12315498,DataUser,1539,13336,4019,1772,,3629,1246,,6,19,9,,0.5329387754216339
3626,12585714,fuzzy paws,1886,12949,4991,1744,,4264,1221,,1,3,6,yes,0.5329003881049255
3627,10796585,Atrus,6914,10312,2144,1850,,,1330,yes,0,0,48,,0.532723123417924
3628,16238252,321angrybirds,5926,10590,2547,1830,,,1347,yes,0,0,1,yes,0.532270044883442
3629,21457864,_RockMen,4198,11279,3211,1803,,,1386,yes,0,0,13,yes,0.5322679496018157
3630,11732555,Jotta,5150,10866,,1854,yes,2465,1315,,3,8,0,,0.5320785914369367
3631,5833709,- Koaly -,4916,10974,,1858,yes,5113,1193,,1,1,0,,0.5318139420380147
3632,3925167,hey man,6270,10494,,1843,yes,2016,1349,,17,51,0,,0.531625514755026
3633,10350809,iamanewb,11421,9355,1369,1904,,1945,1356,,90,346,9,yes,0.5314033805650165
3634,11922986,sriracha rice,1117,14001,,1938,yes,8442,1120,,10,20,0,,0.5313402641102509
3635,6088971,Jonz,3029,11970,,1886,yes,5437,1184,,2,5,0,,0.5312245062591907
3636,10094345,dzikush,5913,10595,,1846,yes,2121,1341,,3,9,0,,0.5305876841338981
3637,17363777,angel devil,7528,10170,1925,1863,,,1320,yes,0,0,8,yes,0.5305152292497541
3638,16361079,ElperroMX,4295,11236,4035,1772,,,1384,yes,0,0,3,yes,0.5304649144729574
3639,12130373,Phan Dinh Tung,9027,9805,,1821,yes,1529,1400,,7,30,0,,0.530461023548574
3640,13436456,radekguwno,5817,10627,2412,1836,,,1349,yes,0,0,28,yes,0.5303999684081615
3641,4829231,Exai,5195,10847,2615,1827,,2326,1324,,1,3,5,yes,0.5301410063560543
3642,13087094,kris on osu,7059,10276,1768,1875,,,1327,yes,0,0,2,yes,0.5301010984288512
3643,18269356,rubell,3340,11754,5781,1724,,,1412,yes,0,0,3,yes,0.5300910303857459
3644,15213233,tsuniko,1963,12872,2916,1815,,3897,1235,,7,30,24,yes,0.5296982521515461
3645,3206546,EMdT,4202,11276,,1867,yes,2950,1281,,3,10,0,,0.5295175380675837
3646,5968633,Daffy,5756,10644,2037,1856,,2427,1317,,40,150,22,,0.5292027399145537
3647,6843383,YoshiLover456,13361,9036,4610,1754,,880,1530,,123,553,8,yes,0.528919026912116
3648,4989519,Luris,3308,11776,,1881,yes,4774,1203,,1,5,0,,0.52856167522936
3649,16228252,iamfishgiver,3503,11652,,1877,yes,4867,1200,,1,4,0,,0.5279649407555116
3650,4580287,mode,3360,11738,1740,1876,,4041,1230,,54,167,14,yes,0.5275486431054162
3651,10818171,DH02,6915,10312,1037,1936,,5012,1196,,2,11,15,,0.5275216939886156
3652,11632955,Zyng,2823,12107,6763,1702,,5248,1189,,1,1,2,yes,0.5273728211297486
3653,18683734,dazbee fc,4874,10992,1238,1916,,5899,1173,,3,8,9,yes,0.5272703209337203
3654,18120465,asamto,4394,11188,4587,1755,,,1381,yes,0,0,2,yes,0.5270915171865855
3655,14973729,Park Soo,6586,10399,2211,1846,,,1335,yes,0,0,16,,0.5269037019628138
3656,12770032,Porifore,13767,8974,1079,1932,,,1252,yes,0,0,11,yes,0.5268995945474373
3657,13843628,Souls_u,2727,12190,4675,1752,,,1435,yes,0,0,10,yes,0.5266635762239307
3658,13836587,Medoo_,4171,11295,2261,1843,,6028,1170,,1,2,52,,0.5264690655328688
3659,13198856,BibleThumpGuyy,4704,11058,4070,1771,,,1373,yes,0,0,2,yes,0.5263800499043136
3660,7221207,Mumei Simp,3288,11786,872,1957,,7732,1134,,4,14,4,yes,0.5262491887572469
3661,6951719,Pure Ruby,3226,11830,,1882,yes,3176,1267,,38,104,0,,0.5260848489467257
3662,15000287,Emchi,5504,10729,,1850,yes,2303,1326,,3,9,0,,0.5260812611999459
3663,10172044,Mokha,3924,11427,1984,1859,,5356,1186,,2,5,30,,0.5260003204475714
3664,17333985,Kagemor1,7441,10190,1930,1863,,,1321,yes,0,0,6,yes,0.5257579474144328
3665,6111086,IonJ,4271,11246,2235,1845,,2810,1290,,12,36,8,yes,0.5254779622203567
3666,23387365,diceypoo69,1820,13023,6104,1716,,,1481,yes,0,0,11,yes,0.5253405089999097
3667,4170037,Astana,5395,10770,,1852,yes,2584,1306,,2,3,0,,0.5251795238378899
3668,10609949,MaypleFlower,2953,12029,,1888,yes,3536,1249,,14,42,0,,0.5251026679556198
3669,10794612,nnamue,10211,9580,,1813,yes,1450,1409,,18,64,0,,0.52488827966237
3670,9919528,Mohammad s,3043,11963,,1886,yes,3319,1259,,41,118,0,,0.5246653131207604
3671,12148238,Timur,3187,11856,3083,1808,,2749,1295,,6,14,18,,0.5245757569432731
3672,5207790,CSTVN,13151,9067,397,2036,,4423,1216,,13,42,10,yes,0.524493026514381
3673,27345161,Ahshi,3528,11638,3801,1779,,,1406,yes,0,0,10,yes,0.5243582229366577
3674,18735742,x_w,5630,10684,2531,1830,,,1353,yes,0,0,10,,0.5240106235218369
3675,13395679,Texnoment123,4329,11218,3582,1788,,,1383,yes,0,0,5,yes,0.523730764728272
3676,12660302,jdfIag,3691,11548,5210,1739,,2041,1347,,1,2,3,yes,0.5236736388076919
3677,22710186,vier,3402,11717,7395,1689,,,1410,yes,0,0,2,yes,0.5236723406814795
3678,8606533,r_kimmyyy,5472,10741,1729,1877,,4109,1227,,1,4,9,yes,0.5236208737692372
3679,8511505,Jalomus,1892,12943,4855,1747,,,1476,yes,0,0,43,,0.5235480218228459
3680,939213,NuHaru,6279,10490,2649,1825,,1849,1365,,11,33,13,yes,0.5233263680912539
3681,9324510,MinsterDA,2891,12063,5537,1730,,,1428,yes,0,0,5,yes,0.5232487349176618
3682,12961654,kitaikuyo,4909,10976,,1858,yes,5547,1182,,1,1,0,,0.5232164950529132
3683,20210086,Davney,4616,11091,,1861,yes,2821,1289,,2,8,0,,0.5230619032965429
3684,11360598,haiks,3096,11922,3805,1779,,3317,1259,,1,3,5,yes,0.5229527923605246
3685,26705942,DaCh1,4945,10959,3027,1811,,,1368,yes,0,0,7,yes,0.5229117360595253
3686,7824679,Aksel,8509,9933,1879,1866,,,1306,yes,0,0,27,,0.52285608361612
3687,12487726,sumyeon,10073,9606,,1814,yes,1494,1404,,37,136,0,,0.5226251286129662
3688,29302505,cwutchy,6173,10521,1904,1864,,3235,1264,,1,4,39,,0.5224846822547378
3689,11906249,Yuhuyo,1372,13577,4451,1759,,5474,1183,,3,5,9,yes,0.5223814183762814
3690,14100784,eljangus,4690,11066,4150,1768,,,1374,yes,0,0,2,yes,0.5223566698355532
3691,20074187,FaunaMyBeloved,9137,9785,,1820,yes,1556,1396,,11,43,0,,0.5223344730754328
3692,3604693,- Dave -,15155,8783,,1785,yes,1111,1467,,20,72,0,,0.5220679770391107
3693,6812094,ieu-,4861,10996,,1858,yes,5889,1173,,1,1,0,,0.5220129210595883
3694,10174567,STLNR,2051,12783,1411,1900,,9076,1108,,9,24,13,,0.5217511202451848
3695,8923608,2 and eight,4172,11295,,1867,yes,2746,1295,,18,60,0,,0.5217359127096204
3696,9541819,Mudflap,4421,11176,,1864,yes,3001,1277,,3,7,0,,0.5216734294124573
3697,10779632,heroiskawaii,3337,11756,,1880,yes,6725,1154,,1,3,0,,0.5215866563999314
3698,11504423,TrU,3108,11915,3688,1783,,,1420,yes,0,0,41,,0.5214786233676626
3699,11007852,Poof,14348,8891,1190,1920,,,1247,yes,0,0,23,,0.5211379513526514
3700,5626209,heybeyo,3661,11567,3414,1795,,,1402,yes,0,0,33,,0.5210031810928447
3701,11688228,Long,3748,11514,,1873,yes,2961,1280,,13,47,0,,0.5209259840560818
3702,14140875,OldBread,3439,11692,2295,1842,,6664,1156,,1,3,6,yes,0.5207424640223094
3703,467010,4RTRAID,4577,11107,6540,1707,,,1376,yes,0,0,1,yes,0.5206573899193222
3704,10901058,uoop,5108,10886,2801,1819,,,1364,yes,0,0,12,yes,0.520630637176015
3705,8975687,ThievingFlea,9047,9802,,1821,yes,1440,1411,,3,10,0,,0.5205068754953588
3706,11208808,Ainee,2917,12052,3333,1799,,4382,1217,,3,6,2,yes,0.5203592981858052
3707,23083968,wastami,3534,11634,3991,1773,,,1406,yes,0,0,8,yes,0.5202343683992982
3708,13077790,EZDT,7891,10088,1550,1889,,2662,1301,,11,33,19,yes,0.5201569226150078
3709,20268335,bento box,7882,10089,1955,1861,,,1315,yes,0,0,13,yes,0.5193181842442902
3710,12387359,Legitted,4075,11348,1973,1860,,4092,1227,,5,9,15,,0.5192442968158061
3711,9843825,Arav,1814,13031,2439,1835,,4887,1200,,24,67,8,yes,0.518707665538198
3712,903978,waaiiru,4413,11181,3090,1808,,2195,1335,,2,7,12,yes,0.5186896226430701
3713,13017880,morgun,7578,10157,2067,1854,,,1319,yes,0,0,33,,0.5186707457774506
3714,26576878,zane-,2229,12591,4490,1758,,9907,1093,,2,3,1,yes,0.518625330647113
3715,11222585,Antiel,4761,11035,5922,1721,,,1372,yes,0,0,1,yes,0.5186118166906051
3716,11716599,Addam,3372,11732,,1880,yes,3466,1252,,3,17,0,,0.5185731769206346
3717,7363221,GoreshitEnjoyer,7164,10255,1807,1872,,,1326,yes,0,0,2,yes,0.5183008957367035
3718,12598411,Donny,2350,12475,6233,1713,,,1452,yes,0,0,6,yes,0.5181240289639196
3719,11108658,Nacrus,5627,10685,914,1951,,4924,1199,,8,27,8,yes,0.517065686925818
3720,7449632,lacto,2254,12572,2575,1828,,5311,1187,,3,9,39,,0.516835420076283
3721,2714158,Nicklous,7871,10091,1910,1864,,,1315,yes,0,0,8,yes,0.516713685836865
3722,5069873,Vampirina,10098,9603,1436,1898,,3110,1270,,1,3,37,,0.5166987373069215
3723,15526826,edytzaler,5528,10722,2902,1816,,,1355,yes,0,0,3,yes,0.5164176513967255
3724,3737611,Flonka,5687,10665,,1848,yes,2267,1329,,3,11,0,,0.5163645202370922
3725,13502575,Nockae,4805,11018,3604,1787,,,1371,yes,0,0,3,yes,0.5163286489092092
3726,10817280,kerex123,4882,10988,,1858,yes,3746,1241,,1,2,0,,0.515873440235308
